1	Worth watching: The movie was well done and dramatic. The acting was good, although one could tell it was sectarian.My one main criticism is that the story did not portray the decisive factor in Luther's conversion - Justification by faith alone - sufficiently. This was the lynchpin and pivotal doctrine that separated Luther from the Catholic church and the papacy.
1	Great Movie: Very enjoyable movie that is rather accurate historically on the big points. It showed Luther as a man tormented by his demons as he tried to stay faithful to the Word of God.
0	Luther movie (VHS): As the teacher of a women's Bible class in a Lutheran church, I showed this movieLuther [VHS] after the class had completed six weeks of study on Dr. Martin Luther's life and influence on the Protestant Reformation. I would highly recommend this product because it stays true to historical facts and is not "padded" for today's audiences.
1	Good Movie: This is a good movie and a decent portrayal of Luther. The plot is well done for the volumes of information covered, the acting is adequate, and the costumes are outstanding.Some of the actors' personal beliefs portions of the historical representations and the film is definitely from the perspective of the Lutheran Church. While relatively ballanced, one must still keep the presuppositions of those who created it in mind when viewing the historical material.The producers could have expounded on some additional elements in the time period that were directly related that might have helped a bit more in keeping the bias level less apparent, but the film definitely falls way short of being the 'Protestant Propoganda' some critics have labeled it.While not your Saturday Night Date flic, it is most assuredly a well done film and worth watching.
1	Very accurate: This is a very accurate presentation of Luther and the events that happened. I have read a couple of church history books and this movie is almost verbatem.
1	Teacher: I am teaching some young preachers from out of my church and personally used this book when in Bible college over 35 years ago. It is a great book, very detailed with information that will help any young or older preacher know more about his ministry and how to perform it.
0	It Broke after1 month's use: Worked well at first, then a rubber band broke and I could not fix it, piece of junk!
0	bally ab tightener: piece of junk...a toy compared to 60 second ab machine.broke so quickly, and i am 59 and weigh only116...what a rip off...makes me want to cry for my loss!!!!!!!!!!
1	LOOKS REAL!: I ADORE IT! I HAVE A SIZE 5 RING FINGER AND IT LOOKS GREAT ON. THIS RING CAN FOOL YOU THAT IT COULD BE REAL. THE METAL HAS NOT TARNISHED OR TURNED MY FINGER COLORS AND SO I FEEL IT WAS A GOOD BUY.
1	Bigger Than I Expected: If you are looking for a ring with a dainty stone this isn't the one. This ring has a ROCK. I wasn't expecting the stone to be so big, but now that I have worn it for a little while, and gotten used to it, I love it. It is beautifully made and very shiny. Looks expensive.
1	very detailed account of Nureyev's life: Although verbose and extremely detailed, still enjoyable and a fast read. In just100 pages I feel I've come to know so much about Nureyev's life and the passion that drove him to become the world's most famous ballet dancer.
0	Doesn't work.: Trust me, guys, this doesn't work unless you're a stud. It's all based on making "eye contact", and no girl is gonna be giving you 'eye contact" unless you're an attractive stud. For the average joe, forget it, this just does not happen in real life.
0	PUA Book Order (The System): Small book with somewhat large type, not finished reading it, and not really buying into it yet (maybe too soon to tell).My Amazon purchase included 3-publications (similar ilk). Within a very short time (minutes) of making the online purchase, there was an identity hack against my credit card. Coincidence?I'm reconsidering making future purchases through Amazon.
0	The System: How to get ripped off today!!: The entire contents of this book could fit on one page of paper.The remainder of the book is filled with art and babble. There's even recipes in the back (not kidding).Do not buy this book unless you want to learn first hand how to get ripped off today.
0	Buddha-Lounge: As bland as white bread. It is a misrepresentation to link this series of 3 CDs in any way to the Buddha Bar CDs or the chillout music category in general. It could play in the background without anyone ever raising their head or moving their body. If your thing is New Age music this might be for you. Everyone else is forewarned.
0	Total waste of money!: It is way too hard to get this stuff off after use! If you happen to touch anything but your body, it is on there for good. The bottle itself develops a super greasy feel immediately after the first use. Go with the ID Glide water based lube instead. Millennium costs twice as much, is a total mess, and doesn't feel nearly as good. My GF hates this stuff too so it was a total loss!
0	Returned: Couldn't get enough channels (even with purchase of an external antenna) to make it worth the price.
